query,value
行业:零售 业态:服装鞋包 品类:内衣 品牌发展趋势,"品类范围：广义的内衣市场包含内衣内裤、保暖衣、家居服、睡衣、袜类等诸多贴身衣物，其中女性内衣约占广义内衣市场的60%以上

趋势与驱动：
1.随着中国人均收入的增长和国人对于内衣消费观点的开放，内衣消费逐渐趋于时尚化、个性化以及多元化
2.女性意识的崛起促进内衣消费向悦己发生转变，消费者购买内衣时最关注的因素是产品的舒适度与质量，分别占比77.1%和77.0%，其次是价格及折扣，占比51.6%；社媒加速审美提升，无痕、女权等强调女性解放的审美替代丰满、紧身成为新潮流（百度指数15-21年CAGR“无痕”19%、“女权”23%vs“丰满”-7%、“紧身”-11%）
3.不同地域的消费者对于内衣需求具有一定的差异性。一二线城市更注重舒适度和品质，而三四线城市更注重功能性与性价比
4.女性对内衣的需求逐渐多元化，例如无钢圈无尺码内衣、美背型内衣、运动型内衣、大胸内衣、无痕内衣等
5.中国女性内衣消费支出仍有较大的增长空间，中国女性内衣消费支出人均40美元(vs.欧美发达国家100美元)，女性内衣消费频次4次/年(vs.欧美发达国家人均约12次/年)

竞争格局：
1.品牌：国内内衣市场较为分散，头部品牌的集中度CR5<10%；其中传统内衣品牌(都市丽人、安莉芳、汇洁)出现了关店、销售下滑等情况，而新锐内衣品牌(内外、Ubras、蕉下)在资本加持下迅速发展，从不同细分进入市场刺激了内衣市场的消费需求
2.渠道：线上渠道加速渗透的背景下，线下仍是购买内衣的主要渠道，其原因包括(根据艾瑞)1)38%现场试穿，2)37%了解材质和面料。新老内衣品牌持续探索线上线下融合的全渠道运营方式。"
行业:零售 业态:服装鞋包 品类:内衣 领先品牌特征,产品研发内衣生产工序较为复杂关注品牌的设计及研发生产能力产品定价关注品牌自身线上线下定价策略及产品的价格指数品类同细分系列定价
行业:零售 业态:服装鞋包 品类:内衣 主要风险,法律风险基于相关法律或合同等规定企业品牌存在的所有潜在负面法律责任或后果监管风险由于法规或监管规定的变化可能影响商业企业品牌正常运营或消弱其竞争力生存能力的风险其他风险内衣产品同质化程度高品牌差异化认知不强产品创先研发不足而落后于竞争对手的风险其他风险消费者需求分析能力不足无法适应快速变化的消费者需求其他风险内衣作为贴身衣物如质量把控不严影响消费者口碑与复购的风险其他风险随着线上体验的提升线下门店的体验不足或将带来线下销售不足的风险
行业:文体 业态:文化娱乐 品类:剧场演出 品类下品牌数量,9
行业:文体 业态:文化娱乐 品类:剧场演出 人均消费（O2O）平均数,275.10
行业:文体 业态:文化娱乐 品类:剧场演出 人均消费（O2O）中位数,131
行业:文体 业态:文化娱乐 品类:剧场演出 人均消费（O2O）上四分位数,250
行业:文体 业态:文化娱乐 品类:剧场演出 人均消费（O2O）下四分位数,82
行业:文体 业态:文化娱乐 品类:剧场演出 客单价平均数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 客单价中位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 客单价上四分位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 客单价下四分位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 单店毛利润率平均数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 单店毛利润率中位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 单店毛利润率上四分位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 单店毛利润率下四分位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 单店净利润率平均数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 单店净利润率中位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 单店净利润率上四分位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 单店净利润率下四分位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 平均回本期平均数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 平均回本期中位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 平均回本期上四分位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 平均回本期下四分位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 覆盖省份数（O2O）平均数,2.67
行业:文体 业态:文化娱乐 品类:剧场演出 覆盖省份数（O2O）上四分位数,2.50
行业:文体 业态:文化娱乐 品类:剧场演出 覆盖省份数（O2O）下四分位数,1.25
行业:文体 业态:文化娱乐 品类:剧场演出 覆盖省份数（企业填报）平均数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 覆盖省份数（企业填报）上四分位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 覆盖省份数（企业填报）下四分位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 覆盖城市数（O2O）平均数,3
行业:文体 业态:文化娱乐 品类:剧场演出 覆盖城市数（O2O）中位数,2.50
行业:文体 业态:文化娱乐 品类:剧场演出 覆盖城市数（O2O）上四分位数,3.75
行业:文体 业态:文化娱乐 品类:剧场演出 覆盖城市数（O2O）下四分位数,1.25
行业:文体 业态:文化娱乐 品类:剧场演出 覆盖城市数（企业填报）平均数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 覆盖城市数（企业填报）中位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 覆盖城市数（企业填报）上四分位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 覆盖城市数（企业填报）下四分位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 月均坪效（投后）平均数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 月均坪效（投后）中位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 月均坪效（投后）上四分位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 月均坪效（投后）下四分位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 月均坪效（企业填报）平均数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 月均坪效（企业填报）中位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 月均坪效（企业填报）上四分位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 月均坪效（企业填报）下四分位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 口碑分平均数,3.86
行业:文体 业态:文化娱乐 品类:剧场演出 口碑分中位数,3.70
行业:文体 业态:文化娱乐 品类:剧场演出 口碑分上四分位数,3.90
行业:文体 业态:文化娱乐 品类:剧场演出 口碑分下四分位数,3.50
行业:文体 业态:文化娱乐 品类:剧场演出 月均营业额（投后）平均数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 月均营业额（投后）中位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 月均营业额（投后）上四分位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 月均营业额（投后）下四分位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 月均营业额（企业填报）平均数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 月均营业额（企业填报）中位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 月均营业额（企业填报）上四分位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 月均营业额（企业填报）下四分位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 租售比（企业填报）平均数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 租售比（企业填报）中位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 租售比（企业填报）上四分位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 租售比（企业填报）下四分位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 租售比（投后）平均数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 租售比（投后）中位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 租售比（投后）上四分位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 租售比（投后）下四分位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 滴灌比（投后）平均数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 滴灌比（投后）中位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 滴灌比（投后）上四分位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 滴灌比（投后）下四分位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 滴灌比（企业填报）平均数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 滴灌比（企业填报）中位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 滴灌比（企业填报）上四分位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 滴灌比（企业填报）下四分位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 品牌存续年限平均数,7.32
行业:文体 业态:文化娱乐 品类:剧场演出 品牌存续年限中位数,7.32
行业:文体 业态:文化娱乐 品类:剧场演出 品牌存续年限上四分位数,7.70
行业:文体 业态:文化娱乐 品类:剧场演出 品牌存续年限下四分位数,6.95
行业:文体 业态:文化娱乐 品类:剧场演出 累计开店数平均数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 累计开店数中位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 累计开店数上四分位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 累计开店数下四分位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 累计闭店数平均数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 累计闭店数中位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 累计闭店数上四分位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 累计闭店数下四分位数,\N
行业:文体 业态:文化娱乐 品类:剧场演出 品类定义,话剧、舞台剧、歌舞剧、相声、脱口秀、杂技、魔术等真人现场表演的场所
行业:文体 业态:文化娱乐 品类:剧场演出 重点提示,1.含音乐厅、礼堂
行业:文体 业态:文化娱乐 品类:剧场演出 领先品牌特征,
行业:文体 业态:文化娱乐 品类:剧场演出 主要风险,
行业:文体 业态:聚会游戏 品类:剧本杀 品类下品牌数量,7
行业:文体 业态:聚会游戏 品类:剧本杀 人均消费（O2O）平均数,113.15
行业:文体 业态:聚会游戏 品类:剧本杀 人均消费（O2O）中位数,101
行业:文体 业态:聚会游戏 品类:剧本杀 人均消费（O2O）上四分位数,132
行业:文体 业态:聚会游戏 品类:剧本杀 人均消费（O2O）下四分位数,80
行业:文体 业态:聚会游戏 品类:剧本杀 客单价平均数,\N
行业:文体 业态:聚会游戏 品类:剧本杀 客单价中位数,\N
行业:文体 业态:聚会游戏 品类:剧本杀 客单价上四分位数,\N
行业:文体 业态:聚会游戏 品类:剧本杀 客单价下四分位数,\N
行业:文体 业态:聚会游戏 品类:剧本杀 单店毛利润率平均数,\N
行业:文体 业态:聚会游戏 品类:剧本杀 单店毛利润率中位数,\N
行业:文体 业态:聚会游戏 品类:剧本杀 单店毛利润率上四分位数,\N
行业:文体 业态:聚会游戏 品类:剧本杀 单店毛利润率下四分位数,\N
行业:文体 业态:聚会游戏 品类:剧本杀 单店净利润率平均数,\N
行业:文体 业态:聚会游戏 品类:剧本杀 单店净利润率中位数,\N
行业:文体 业态:聚会游戏 品类:剧本杀 单店净利润率上四分位数,\N
行业:文体 业态:聚会游戏 品类:剧本杀 单店净利润率下四分位数,\N
